All timing in ms
1 << 15, 1 << 20, 1 << 25
=====================
1 | 318, 1261, 11547, 432614, 16011698, 
2 | 733, 2550, 18965, 574766, 20604243, 
4 | 1393, 4426, 39622, 1060062, 47436070, 
8 | 1826, 5425, 44258, 1500720, 57123454, 
16 | 2042, 5977, 38217, 1711328, 63487138, 
32 | 4469, 6691, 50044, 1564437, 73478078, 
64 | 33491, 28417, 71260, 1563355, 68745074, 
128 | 36852, 112206, 216770, 2133834, 65999211, 
