All timing in ms
1 << 3, 1 << 10, 1 << 12, 1 << 14, 1 << 15
=====================
1 | 0, 56, 893, 14282, 57090, 
2 | 0, 28, 445, 7094, 28432, 
4 | 0, 14, 222, 3547, 14238, 
8 | 0, 7, 110, 1773, 7097, 
16 | 0, 4, 55, 887, 3567, 
32 | 4, 2, 29, 445, 1799, 
64 | 14, 10, 52, 253, 996, 
128 | 26, 39, 58, 223, 795, 
